ip,time,class_0,class_1,class_2,class_3,class_4
48.53.234.232,2023-09-21 00:00:00,0,0.0,1.7648407190636584,4.790854350949276,8.755170728294242
48.53.234.232,2023-09-22 00:00:00,0,0.0,5.480283464626715,9.370821587273491,3.5360430047420732
48.53.234.232,2023-09-23 00:00:00,0,6.100858757065729,0.0,7.007757054108872,1.7553427320355663
48.53.234.232,2023-09-24 00:00:00,0,0.0,0.22979363284451382,0.0,7.041962479020381
48.53.234.232,2023-09-25 00:00:00,0,0.0,0.0,0.0,5.728970519206706
48.53.234.232,2023-09-26 00:00:00,0,0.0,2.6758988427768293,0.21298897437625475,0.0
48.53.234.232,2023-09-27 00:00:00,0,0.0,0.0,0.0,8.832693728298496
48.53.234.232,2023-09-28 00:00:00,0,0.0,2.5947540774330613,5.717778858025696,3.5198081109532287
48.53.234.232,2023-09-29 00:00:00,0,0.0,0.0,7.3239061973446,0.0
48.53.234.232,2023-09-30 00:00:00,0,0.0,9.063261759665401,4.567799007771934,4.261842870402445
87.129.18.175,2023-09-01 00:00:00,0,0.0,0.0,6.294217614877197,9.85726481609923
87.129.18.175,2023-09-02 00:00:00,0,0.0,0.0,0.0,0.6856398866588309
87.129.18.175,2023-09-03 00:00:00,0,0.0,0.0,0.0,6.312129747949841
87.129.18.175,2023-09-04 00:00:00,0,0.0,0.0,6.193708567546387,2.087811973397832
87.129.18.175,2023-09-05 00:00:00,0,0.0,0.0,7.489954254485102,4.610471301298743
87.129.18.175,2023-09-06 00:00:00,0,0.0,0.0,0.0,7.628077597320519
87.129.18.175,2023-09-07 00:00:00,0,0.0,0.0,7.437183370575331,9.28795039990345
87.129.18.175,2023-09-08 00:00:00,0,3.49946635407277,9.639720601159604,1.4914204701328126,1.3240146820278653
87.129.18.175,2023-09-09 00:00:00,0,0.0,4.226111700738601,6.422553729156294,0.0
87.129.18.175,2023-09-10 00:00:00,0,0.0,0.20282715262328832,6.977169092501034,3.8032144011431637
87.129.18.175,2023-09-11 00:00:00,0,0.0,0.0,6.832312133474162,2.478732558941262
87.129.18.175,2023-09-12 00:00:00,0,0.0,0.0,2.731981578907213,0.4027505712876944
87.129.18.175,2023-09-13 00:00:00,0,4.787065271397166,1.804147248479181,0.0,5.0998829783527935
87.129.18.175,2023-09-14 00:00:00,0,0.0,0.0,6.349226883483507,9.087277542330396
87.129.18.175,2023-09-15 00:00:00,0,0.0,0.0,0.0,2.430033335664291
87.129.18.175,2023-09-16 00:00:00,0,0.0,0.0,3.260835415152444,0.0
87.129.18.175,2023-09-17 00:00:00,0,7.405303197213301,8.300968916036766,0.0,0.5966543226814713
87.129.18.175,2023-09-18 00:00:00,0,0.0,0.21050751272605805,2.040330311209696,0.0
87.129.18.175,2023-09-19 00:00:00,0,0.0,0.0,6.183478715568227,0.0
87.129.18.175,2023-09-20 00:00:00,0,3.009027853183458,3.0637087755187844,2.3409233047448152,6.2685615057775825
87.129.18.175,2023-09-21 00:00:00,0,0.0,0.0,3.460783624575685,7.803639040836222
87.129.18.175,2023-09-22 00:00:00,0,7.845136025249775,7.1613318573283316,1.3178560828767127,3.946429698180326
87.129.18.175,2023-09-23 00:00:00,0,0.0,1.1984403796840182,9.69692078220573,0.6546056444865467
87.129.18.175,2023-09-24 00:00:00,0,0.0,6.7703140082057764,9.65293140988207,0.0
87.129.18.175,2023-09-25 00:00:00,0,3.931251935103589,0.0,1.9883456013469647,5.601912740776491
87.129.18.175,2023-09-26 00:00:00,0,0.0,0.0,4.639743173269098,2.658643282334686
87.129.18.175,2023-09-27 00:00:00,0,0.0,6.680008319743643,0.0,7.721880651137376
87.129.18.175,2023-09-28 00:00:00,0,0.0,2.6389502893613095,0.0,0.0
87.129.18.175,2023-09-29 00:00:00,0,0.0,8.517085431023304,1.2542309173216726,0.9525246155261902
87.129.18.175,2023-09-30 00:00:00,0,0.0,0.0,6.626039287547048,0.0
14.98.35.67,2023-09-01 00:00:00,0,0.0,1.8842891794272254,8.379669863249294,7.460656460814471
14.98.35.67,2023-09-02 00:00:00,0,0.0,0.0,0.0,5.480399816325673
14.98.35.67,2023-09-03 00:00:00,0,0.0,1.3378173508583024,0.0,0.0
14.98.35.67,2023-09-04 00:00:00,0,0.0,9.41670578993837,5.000961488369632,0.0
14.98.35.67,2023-09-05 00:00:00,0,0.0,2.6821231034747504,1.4085063082680127,1.1248948875977671
14.98.35.67,2023-09-06 00:00:00,0,0.0,8.477012599595326,6.347907629727757,4.5378471499540565
14.98.35.67,2023-09-07 00:00:00,0,0.0,0.0,0.0,7.556724840497169
14.98.35.67,2023-09-08 00:00:00,0,0.0,2.9281061994597,0.0,3.861017535384664
14.98.35.67,2023-09-09 00:00:00,0,0.25116757200493334,3.4265931672101435,0.5314226955836965,7.919218024607567
14.98.35.67,2023-09-10 00:00:00,0,0.0,5.904575424054654,0.0,7.69419100280094
14.98.35.67,2023-09-11 00:00:00,0,0.0,0.0,8.636085796797936,9.82939242768425
14.98.35.67,2023-09-12 00:00:00,0,5.675101989438814,0.0,0.0,0.0
14.98.35.67,2023-09-13 00:00:00,0,0.0,0.0,0.0,6.638094773918198
14.98.35.67,2023-09-14 00:00:00,0,0.0,0.0,0.0,9.104332272100171
14.98.35.67,2023-09-15 00:00:00,0,0.0,1.7287664090354427,2.2416956064891447,6.869831832075412
14.98.35.67,2023-09-16 00:00:00,0,0.0,6.7198420739686675,0.0,8.423600353540033
14.98.35.67,2023-09-17 00:00:00,0,0.0,0.0,1.0401082019192243,0.5814360106212391
14.98.35.67,2023-09-18 00:00:00,0,0.0,0.0,0.0,0.0
14.98.35.67,2023-09-19 00:00:00,0,0.0,0.0,7.725915581911167,7.081362134644703
14.98.35.67,2023-09-20 00:00:00,0,0.0,1.1869055044277677,0.0,8.105242608068126
14.98.35.67,2023-09-21 00:00:00,0,5.46167496800635,4.226656250126838,8.798939826674223,0.0
14.98.35.67,2023-09-22 00:00:00,0,0.0,0.0,7.943721282366073,6.790955243094114
14.98.35.67,2023-09-23 00:00:00,0,0.0,6.574616901449795,0.0,8.649399007228741
14.98.35.67,2023-09-24 00:00:00,0,0.0,0.0,1.4903922585829765,3.2195196002895443
14.98.35.67,2023-09-25 00:00:00,0,4.265223011784856,8.541976957796933,0.0,1.165095468686802
14.98.35.67,2023-09-26 00:00:00,0,0.0,0.0,7.860348055443879,5.534420207033161
14.98.35.67,2023-09-27 00:00:00,0,0.0,0.0,3.8054127328844367,0.0
14.98.35.67,2023-09-28 00:00:00,0,0.0,0.9024700961359089,0.0,7.765593069133246
14.98.35.67,2023-09-29 00:00:00,0,7.317358239917421,0.0,0.0,7.430721622748129
14.98.35.67,2023-09-30 00:00:00,0,0.0,0.576205750603207,0.0,7.543872297577306
29.156.240.175,2023-09-01 00:00:00,0,7.544820286479156,0.0,9.855527011305297,6.647757496563157
29.156.240.175,2023-09-02 00:00:00,0,0.0,0.0,7.756075256373133,9.051559105268264
29.156.240.175,2023-09-03 00:00:00,0,0.0,4.462562068188552,0.0,0.0
29.156.240.175,2023-09-04 00:00:00,0,2.623719649157591,3.0500910808886994,0.0,0.0
29.156.240.175,2023-09-05 00:00:00,0,9.837707259045667,0.0,0.0,0.0
29.156.240.175,2023-09-06 00:00:00,0,0.0,0.8034157734219338,3.2661971469524778,1.5955491157579371
29.156.240.175,2023-09-07 00:00:00,0,0.0,6.513775913996085,0.0,0.1795483044115842
29.156.240.175,2023-09-08 00:00:00,0,0.46628747953016747,0.0,5.4936454489094535,3.01475913637597
29.156.240.175,2023-09-09 00:00:00,0,0.0,7.208444057549089,0.0,1.1203021279782666
29.156.240.175,2023-09-10 00:00:00,0,3.1474581925357024,0.6631182278708181,1.4582035936410587,1.3889232408737806
29.156.240.175,2023-09-11 00:00:00,0,0.0,0.0,0.0,3.1579186876302137
29.156.240.175,2023-09-12 00:00:00,0,0.0,8.024522695356458,3.4579233688503095,3.7037120427628203
29.156.240.175,2023-09-13 00:00:00,0,0.0,0.0,0.0,6.5935469095691355
29.156.240.175,2023-09-14 00:00:00,0,0.0,4.213799903875051,0.2630749795700027,0.0
29.156.240.175,2023-09-15 00:00:00,0,0.0,0.0,2.370336204489437,8.646250224294343
29.156.240.175,2023-09-16 00:00:00,0,0.0,0.0,0.0,8.820563966636241
29.156.240.175,2023-09-17 00:00:00,0,0.0,0.0,0.0,2.7901633357443654
29.156.240.175,2023-09-18 00:00:00,0,2.8862673019668184,0.0,8.36562320620184,4.839922941178393
29.156.240.175,2023-09-19 00:00:00,0,0.0,7.708228386993103,0.0,9.940692351280648
29.156.240.175,2023-09-20 00:00:00,0,0.0,0.0,0.6828419349059967,8.849352667294513
29.156.240.175,2023-09-21 00:00:00,0,8.80138980373647,0.0,3.125998297054733,2.537820487761949
29.156.240.175,2023-09-22 00:00:00,0,5.0998662163774044,0.0,1.229795339747859,1.4058715523233067
29.156.240.175,2023-09-23 00:00:00,0,2.2378848910423175,4.856860438396165,0.0,5.3417995194050345
29.156.240.175,2023-09-24 00:00:00,0,8.185273412540862,0.0,0.0,0.0
29.156.240.175,2023-09-25 00:00:00,0,0.0,0.0,8.952638943729612,5.427984024025784
29.156.240.175,2023-09-26 00:00:00,0,0.0,0.0,2.6258180106929565,5.637323119276367
29.156.240.175,2023-09-27 00:00:00,0,8.947691634311374,0.10977129794218277,8.242630067835409,0.41812282038093396
29.156.240.175,2023-09-28 00:00:00,0,0.0,0.0,7.589805240507452,0.0
29.156.240.175,2023-09-29 00:00:00,0,2.079307999896991,0.0,2.847134490002079,1.5304722282444416
29.156.240.175,2023-09-30 00:00:00,0,0.0,0.0,1.077113963623968,0.0
157.122.234.178,2023-09-01 00:00:00,0,3.057992380539416,0.0,0.0,0.0
157.122.234.178,2023-09-02 00:00:00,0,0.0,7.019356815190264,0.0,9.356118630465955
157.122.234.178,2023-09-03 00:00:00,0,0.0,0.6527517923365644,0.49206136457513594,2.624098887772467
157.122.234.178,2023-09-04 00:00:00,0,0.0,0.0,0.0,0.5636025933206557
157.122.234.178,2023-09-05 00:00:00,0,1.7182288220475816,0.0,4.8741794172876975,8.023879916481206
157.122.234.178,2023-09-06 00:00:00,0,0.0,0.0,3.9578506239548017,6.140421427202789
157.122.234.178,2023-09-07 00:00:00,0,0.0,0.0,8.254841341253696,0.6318697769282067
157.122.234.178,2023-09-08 00:00:00,0,0.0,9.445538397940922,0.35674474498108233,9.014849210059925
157.122.234.178,2023-09-09 00:00:00,0,0.0,5.502424859951496,0.3628861932005323,8.867175499400119
157.122.234.178,2023-09-10 00:00:00,0,0.0091574753477075,7.33524293894189,9.451531387836237,0.0
157.122.234.178,2023-09-11 00:00:00,0,0.0,7.9901270519744365,1.2167040694126463,4.054132616291623
157.122.234.178,2023-09-12 00:00:00,0,0.0,0.0,6.605810878907292,6.767220154873011
157.122.234.178,2023-09-13 00:00:00,0,0.0,7.689089900072144,9.730520064804725,8.711981707984357
157.122.234.178,2023-09-14 00:00:00,0,0.0,0.0,7.600922434055205,6.561399144173241
157.122.234.178,2023-09-15 00:00:00,0,0.4738719630312094,4.627865503984815,3.976618585177434,4.270912635605072
157.122.234.178,2023-09-16 00:00:00,0,0.0,0.0,0.0,8.949375866214965
157.122.234.178,2023-09-17 00:00:00,0,0.0,6.261087510317052,0.0,8.795280469413381
157.122.234.178,2023-09-18 00:00:00,0,0.0,0.0,4.59214231121622,1.3888912722701896
157.122.234.178,2023-09-19 00:00:00,0,0.0,9.873601200346831,4.398741985842625,2.021134529114368
157.122.234.178,2023-09-20 00:00:00,0,0.0,0.0,0.0,5.2428236179975425
157.122.234.178,2023-09-21 00:00:00,0,0.0,0.0,1.5052041096426616,9.015425545935612
157.122.234.178,2023-09-22 00:00:00,0,0.0,0.0,0.0,5.963347527480404
157.122.234.178,2023-09-23 00:00:00,0,9.510350182481542,0.0,0.0,6.356050968004242
157.122.234.178,2023-09-24 00:00:00,0,0.0,0.0,1.2138323748487334,0.0
157.122.234.178,2023-09-25 00:00:00,0,0.0,0.0,0.0,3.3100457093778046
157.122.234.178,2023-09-26 00:00:00,0,4.091892186035987,0.0,0.0,2.0502688022004865
157.122.234.178,2023-09-27 00:00:00,0,0.0,0.0,7.33093795224767,1.8894691922651607
157.122.234.178,2023-09-28 00:00:00,0,0.0,0.0,2.48999733969002,6.731257371572738
157.122.234.178,2023-09-29 00:00:00,0,0.1154232470606098,0.0,8.426963961330372,7.128716058172932
157.122.234.178,2023-09-30 00:00:00,0,0.0,1.9098781774734397,9.33277861484898,0.0
66.189.196.36,2023-09-01 00:00:00,0,8.352148365058643,6.755889351543657,1.5940577723899796,6.568130706158194
66.189.196.36,2023-09-02 00:00:00,0,0.0,0.0,8.947719064201573,2.525081159554982
66.189.196.36,2023-09-03 00:00:00,0,0.0,0.0,0.14942063691417595,5.957429588585496
66.189.196.36,2023-09-04 00:00:00,0,0.0,8.51427502173132,0.0,1.3885102008666872
66.189.196.36,2023-09-05 00:00:00,0,0.0,5.86244171881371,3.674717076895279,4.221819484123114
66.189.196.36,2023-09-06 00:00:00,0,0.0,0.0,0.01718010637094536,0.0
66.189.196.36,2023-09-07 00:00:00,0,1.8390437669763948,4.276757439540985,7.0892564302846655,1.4747574371420569
66.189.196.36,2023-09-08 00:00:00,0,0.0,3.4795323127977174,5.538501393955998,4.777181236800501
66.189.196.36,2023-09-09 00:00:00,0,4.635877522397479,0.0,1.7807562252399423,9.8097649823781
66.189.196.36,2023-09-10 00:00:00,0,2.481145346832856,0.0,7.675293917431597,1.195962858666051
66.189.196.36,2023-09-11 00:00:00,0,0.0,0.0,6.05837525926529,9.68943259235897
66.189.196.36,2023-09-12 00:00:00,0,0.0,9.699507631129158,2.1111027264037654,9.078452821642692
66.189.196.36,2023-09-13 00:00:00,0,0.0,0.0,8.304207778932701,1.4800334117261948
66.189.196.36,2023-09-14 00:00:00,0,0.0,3.4193641879625836,7.537184593117557,0.0
66.189.196.36,2023-09-15 00:00:00,0,0.0,6.168171210677091,0.0,6.642172492131522
66.189.196.36,2023-09-16 00:00:00,0,0.0,0.0,9.416482778924053,3.0424609917846333
66.189.196.36,2023-09-17 00:00:00,0,8.043069605912528,7.362738976737604,0.0,1.9147953528201844
66.189.196.36,2023-09-18 00:00:00,0,0.0,5.842547403702297,2.0185802527368324,8.940313360401296
66.189.196.36,2023-09-19 00:00:00,0,1.5586179805042522,0.0,0.0,0.0
66.189.196.36,2023-09-20 00:00:00,0,0.0,0.0,8.136791131127048,4.03013654273005
66.189.196.36,2023-09-21 00:00:00,0,0.0,8.530476146005576,0.0,0.6339365667257535
66.189.196.36,2023-09-22 00:00:00,0,7.015661726105788,0.0,0.0,1.6737963979124604
66.189.196.36,2023-09-23 00:00:00,0,0.0,0.0,0.0,6.708227956201243
66.189.196.36,2023-09-24 00:00:00,0,7.782268611485227,9.456946187921336,0.0,7.1747591894680625
66.189.196.36,2023-09-25 00:00:00,0,0.0,8.023154585178503,0.0,0.0
66.189.196.36,2023-09-26 00:00:00,0,0.0,0.0,7.165915819228528,0.0
66.189.196.36,2023-09-27 00:00:00,0,0.0,0.0,3.41633343896547,6.52943723515591
66.189.196.36,2023-09-28 00:00:00,0,3.511940759925033,0.0,0.0,2.159273217539867
66.189.196.36,2023-09-29 00:00:00,0,0.0,0.0,5.971538767032753,0.0
66.189.196.36,2023-09-30 00:00:00,0,0.0,0.0,8.378678125190097,2.9264328192936127
98.4.220.1,2023-09-01 00:00:00,0,0.0,0.0,0.0,0.0
98.4.220.1,2023-09-02 00:00:00,0,9.49895794593768,0.0,0.7461187595943719,6.288920946763509
98.4.220.1,2023-09-03 00:00:00,0,4.181513091976237,0.0,0.0,0.0
98.4.220.1,2023-09-04 00:00:00,0,9.881896973094653,0.0,1.686416531766033,8.620801450829019
98.4.220.1,2023-09-05 00:00:00,0,0.0,0.0,8.676878847296528,7.188607557692452
98.4.220.1,2023-09-06 00:00:00,0,0.0,0.0,0.0,1.7330392994126897
98.4.220.1,2023-09-07 00:00:00,0,4.335610711146706,0.0,1.9494180307973985,0.0
98.4.220.1,2023-09-08 00:00:00,0,5.67196358130949,0.0,0.0,6.388455785273415
98.4.220.1,2023-09-09 00:00:00,0,6.056985316401463,0.0,0.0,8.729207294265077
98.4.220.1,2023-09-10 00:00:00,0,0.0,0.0,0.0,6.141493717951304
98.4.220.1,2023-09-11 00:00:00,0,0.0,0.0,2.845595567619207,4.605988925692818
98.4.220.1,2023-09-12 00:00:00,0,6.768950170841982,0.0,1.3554346711793819,0.0
98.4.220.1,2023-09-13 00:00:00,0,0.0,4.843558741733119,0.0,2.869582831145878
98.4.220.1,2023-09-14 00:00:00,0,0.0,0.0,0.0,8.771555613240498
98.4.220.1,2023-09-15 00:00:00,0,0.0,0.0,9.125673816680747,4.376199019582047
98.4.220.1,2023-09-16 00:00:00,0,5.0038759212384685,0.0,8.515000262624262,6.8326559784952305
98.4.220.1,2023-09-17 00:00:00,0,4.628760634764049,0.4048287007010176,0.017083974289293646,0.0
98.4.220.1,2023-09-18 00:00:00,0,1.0177367002400006,6.274416839847367,0.0,6.420286299342464
98.4.220.1,2023-09-19 00:00:00,0,0.0,0.0,7.592429651882701,0.0
98.4.220.1,2023-09-20 00:00:00,0,3.3932886547513985,0.0,0.0,0.0
98.4.220.1,2023-09-21 00:00:00,0,0.0,0.0,1.7297679242209718,4.245453305522153
98.4.220.1,2023-09-22 00:00:00,0,0.0,0.0,0.0,3.7181867836469964
98.4.220.1,2023-09-23 00:00:00,0,0.0,0.0,8.119475894279427,8.411722902770784
98.4.220.1,2023-09-24 00:00:00,0,2.177750677265254,1.5101864101291984,8.362943674266058,2.7958147225562957
98.4.220.1,2023-09-25 00:00:00,0,0.0,6.226030970731204,4.23127733179072,2.146143699248708
98.4.220.1,2023-09-26 00:00:00,0,7.045851976640235,0.0,8.938622213094227,8.496716136205807
98.4.220.1,2023-09-27 00:00:00,0,4.73824526141564,1.8542834615580472,2.9923500886868695,8.474048614451995
98.4.220.1,2023-09-28 00:00:00,0,5.913776483631152,0.0,2.092223889679884,2.783135990938751
98.4.220.1,2023-09-29 00:00:00,0,0.8599642580484645,8.109499113211099,0.4279459799179519,1.210123414382508
98.4.220.1,2023-09-30 00:00:00,0,0.0,9.945638310890706,4.827426995337359,8.254003950790814
132.74.23.172,2023-09-01 00:00:00,0,2.099706158467871,0.0,0.0,2.102520800098564
132.74.23.172,2023-09-02 00:00:00,0,0.0,0.0,4.515804360343689,8.471368697705552
132.74.23.172,2023-09-03 00:00:00,0,0.0,0.0,9.172424817672676,4.905615566159536
132.74.23.172,2023-09-04 00:00:00,0,0.0,4.139636750036547,6.498191629463431,7.035491748411557
132.74.23.172,2023-09-05 00:00:00,0,0.0,0.0,0.0,5.9250203296117565
132.74.23.172,2023-09-06 00:00:00,0,7.085522887431473,6.909406971415542,4.973001862017781,5.799718797020655
132.74.23.172,2023-09-07 00:00:00,0,0.0,2.590183877951937,6.144765161826388,0.7721000217434926
132.74.23.172,2023-09-08 00:00:00,0,0.0,0.0,5.694859392338014,4.506129239186729
132.74.23.172,2023-09-09 00:00:00,0,0.0,0.6924464085282089,0.0,4.889938274551669
132.74.23.172,2023-09-10 00:00:00,0,0.0,0.0,0.0,8.87123691463625
132.74.23.172,2023-09-11 00:00:00,0,0.0,6.816086792356836,0.0,6.054130016306205
132.74.23.172,2023-09-12 00:00:00,0,0.0,0.0,0.0,0.0
132.74.23.172,2023-09-13 00:00:00,0,0.0,7.241705165618121,7.305308916275966,0.0
132.74.23.172,2023-09-14 00:00:00,0,0.0,0.0,0.0,0.0
132.74.23.172,2023-09-15 00:00:00,0,0.0,0.0,0.0,8.464254479128257
132.74.23.172,2023-09-16 00:00:00,0,0.0,0.0,0.0,2.6979117415996345
132.74.23.172,2023-09-17 00:00:00,0,0.0,4.399931976450616,0.0,0.0
132.74.23.172,2023-09-18 00:00:00,0,0.0,0.0,8.847852502761368,1.3282669272212722
132.74.23.172,2023-09-19 00:00:00,0,0.0,4.44178933353232,0.14341102978560616,1.650334707904385
132.74.23.172,2023-09-20 00:00:00,0,8.706609220898322,0.0,7.059278787147604,2.880605563236128
132.74.23.172,2023-09-21 00:00:00,0,0.0,0.0,9.879489870727951,5.590913631583262
132.74.23.172,2023-09-22 00:00:00,0,0.0,3.193422638816724,6.547642339323026,0.7987955224492616
132.74.23.172,2023-09-23 00:00:00,0,3.7678751531457157,0.0,3.2002561879991784,4.975492157614832
132.74.23.172,2023-09-24 00:00:00,0,2.926505277712695,5.235935632641632,2.8537957724824468,6.516287753619885
132.74.23.172,2023-09-25 00:00:00,0,0.0,0.0,0.0,0.0
132.74.23.172,2023-09-26 00:00:00,0,0.0,7.3852639747973425,0.0,0.0
132.74.23.172,2023-09-27 00:00:00,0,0.0,0.0,1.4365993744880523,8.277473149564536
132.74.23.172,2023-09-28 00:00:00,0,0.0,9.965212951716293,0.0,2.2181373524392
132.74.23.172,2023-09-29 00:00:00,0,0.0,6.5366567131843665,9.946734937395078,5.662144907888824
132.74.23.172,2023-09-30 00:00:00,0,0.0,5.083524433050858,0.26372993790330646,2.5373553992890487
187.67.208.96,2023-09-01 00:00:00,0,0.0,3.4060865450830535,0.4939871057401446,1.6433439564347985
187.67.208.96,2023-09-02 00:00:00,0,0.0,2.2181261434846,3.1956087428822744,7.937688768970493
187.67.208.96,2023-09-03 00:00:00,0,0.0,0.0,8.771599922149784,4.490121241416334
187.67.208.96,2023-09-04 00:00:00,0,0.0,3.5176448352700227,0.0,3.8793798845769647
187.67.208.96,2023-09-05 00:00:00,0,0.0,0.0,1.7107338477854939,0.0
187.67.208.96,2023-09-06 00:00:00,0,0.0,9.115590836165786,7.616365755174547,0.0
187.67.208.96,2023-09-07 00:00:00,0,0.0,0.0,4.184123802216426,3.0902180820089376
187.67.208.96,2023-09-08 00:00:00,0,0.0,0.0,1.0168474755335188,5.29840304086656
187.67.208.96,2023-09-09 00:00:00,0,0.0,0.0,2.3666156407978054,0.0
187.67.208.96,2023-09-10 00:00:00,0,0.0,3.767184132455257,6.443789579571119,0.0
187.67.208.96,2023-09-11 00:00:00,0,8.08485795084087,0.0,4.763695835610027,0.0
187.67.208.96,2023-09-12 00:00:00,0,3.7434201944472436,0.0,8.325493061508952,7.071795857293597
187.67.208.96,2023-09-13 00:00:00,0,9.77932367291095,0.7553114096670244,0.6128535604309215,8.432262232025918
187.67.208.96,2023-09-14 00:00:00,0,0.0,0.0,0.0,3.5189572454894957
187.67.208.96,2023-09-15 00:00:00,0,7.367513087232801,7.853230166523657,0.0,4.908051396633608
187.67.208.96,2023-09-16 00:00:00,0,0.0,0.0,8.914234925569307,4.771881458186687
187.67.208.96,2023-09-17 00:00:00,0,0.0,0.0,0.0,0.0
187.67.208.96,2023-09-18 00:00:00,0,0.0,0.0,4.777314332940762,8.865650713775484
187.67.208.96,2023-09-19 00:00:00,0,0.0,6.672562514981522,0.0,0.0
187.67.208.96,2023-09-20 00:00:00,0,0.0,0.0,0.0,0.0
